,LAT,LON,COUNTY,STATE
3909,52.631918384,19.468447953,Płock County,Masovian Voivodeship
3910,50.581639653,19.076534668,Lubliniec County,Silesian Voivodeship
3911,50.551228734,19.668850105,Zawiercie County,Silesian Voivodeship
3912,51.875042091,19.865035324,Brzeziny County,Łódzkie Voivodship
3913,51.999531422,19.892593241,Łowicz County,Łódzkie Voivodship
3914,52.054362356,19.669080828,Łowicz County,Łódzkie Voivodship
3915,52.285635704,19.719689867,Gostynin County,Masovian Voivodeship
3916,52.718478429,20.175274883,Płońsk County,Masovian Voivodeship
3917,54.068302784,20.503747042,Lidzbark County,Warmian-Masurian Voivodeship
3918,49.986716143,19.272178508,Oświęcim County,Lesser Poland Voivodeship
3919,50.004533869,19.275653404,Oświęcim County,Lesser Poland Voivodeship
3920,50.511898002,19.489864391,Zawiercie County,Silesian Voivodeship
3921,52.02458864,19.809817761,Łowicz County,Łódzkie Voivodship
3922,52.486960219,19.913061542,Płock County,Masovian Voivodeship
3923,50.822949502,19.668190773,Częstochowa County,Silesian Voivodeship
3924,51.801474684,19.878141986,Brzeziny County,Łódzkie Voivodship
3925,52.192684736,19.96529647,Łowicz County,Łódzkie Voivodship
3926,51.802888572,19.644074126,County Lodzki,Łódzkie Voivodship
3927,50.386289968,19.691651199,Olkusz County,Lesser Poland Voivodeship
3928,50.991339271,19.818649623,Radomsko County,Łódzkie Voivodship
3929,51.542752969,19.93807895,Tomaszów Mazowiecki County,Łódzkie Voivodship
3930,51.916159379,20.021032416,Skierniewice County,Łódzkie Voivodship
3931,50.27711636,19.697512226,Kraków County,Lesser Poland Voivodeship
3932,52.073679991,20.086038804,Łowicz County,Łódzkie Voivodship
3933,52.865223446,19.939495648,Sierpc County,Masovian Voivodeship
3934,50.525039838,19.549491644,Zawiercie County,Silesian Voivodeship
3935,52.233140985,19.915233071,Łowicz County,Łódzkie Voivodship
3936,53.956900941,20.32150237,Olsztyn County,Warmian-Masurian Voivodeship
3937,50.650403751,19.346773503,Myszków County,Silesian Voivodeship
3938,51.992659557,20.391651009,Żyrardów County,Masovian Voivodeship
3939,53.022533692,20.639202736,Ciechanów County,Masovian Voivodeship
3940,54.016121102,20.892215908,Olsztyn County,Warmian-Masurian Voivodeship
3941,53.200547814,20.471382374,Mława County,Masovian Voivodeship
3942,50.417125945,19.754877058,Olkusz County,Lesser Poland Voivodeship
3943,50.293496365,19.92774526,powiat miechowski,Lesser Poland Voivodeship
3944,50.456635267,20.133136829,powiat miechowski,Lesser Poland Voivodeship
3945,50.74112108,20.195218447,Jędrzejów County,Świętokrzyskie Voivodeship
3946,50.04095644,19.705586904,Kraków County,Lesser Poland Voivodeship
3947,50.291063369,19.955595535,powiat miechowski,Lesser Poland Voivodeship
3948,50.326643797,19.963130712,powiat miechowski,Lesser Poland Voivodeship
3949,51.84799204,20.387373698,Rawa County,Łódzkie Voivodship
3950,50.316135537,19.875772083,powiat miechowski,Lesser Poland Voivodeship
3951,54.348838144,20.824460568,Bartoszyce County,Warmian-Masurian Voivodeship
3952,51.283995011,19.997489236,Piotrków County,Łódzkie Voivodship
3953,50.62657497,20.055797361,Jędrzejów County,Świętokrzyskie Voivodeship
3954,51.924017414,20.14038473,Skierniewice County,Łódzkie Voivodship
3955,53.114342162,20.420093439,Mława County,Masovian Voivodeship
3956,50.619154161,20.139910264,Jędrzejów County,Świętokrzyskie Voivodeship
3957,50.509414667,19.945070088,Jędrzejów County,Świętokrzyskie Voivodeship
3958,51.345234373,20.127035936,Opoczno County,Łódzkie Voivodship
3959,51.913984166,20.255697523,Skierniewice County,Łódzkie Voivodship
3960,52.784395619,20.460655856,Ciechanów County,Masovian Voivodeship
3961,53.315138669,21.016222589,Przasnysz County,Masovian Voivodeship
3962,54.183719608,21.246861393,Kętrzyn County,Warmian-Masurian Voivodeship
3963,50.517767767,20.260464661,Jędrzejów County,Świętokrzyskie Voivodeship
3964,52.844300903,20.805736928,Ciechanów County,Masovian Voivodeship
3965,50.169613709,20.099755153,Kraków County,Lesser Poland Voivodeship
3966,50.152154433,20.294095926,Kraków County,Lesser Poland Voivodeship
3967,50.543208483,20.380219007,Jędrzejów County,Świętokrzyskie Voivodeship
3968,51.456533529,20.705123061,Przysucha County,Masovian Voivodeship
3969,52.814125207,20.738116347,Ciechanów County,Masovian Voivodeship
3970,49.971847712,20.283182251,Wieliczka County,Lesser Poland Voivodeship
3971,53.362870543,21.089496538,Szczytno County,Warmian-Masurian Voivodeship
3972,54.213567853,21.317173749,Kętrzyn County,Warmian-Masurian Voivodeship
3973,52.146884937,20.694004006,Pruszków County,Masovian Voivodeship
3974,49.719982651,20.060796915,Limanowa County,Lesser Poland Voivodeship
3975,50.626940994,20.255939317,Jędrzejów County,Świętokrzyskie Voivodeship
3976,50.581292862,20.360137016,Jędrzejów County,Świętokrzyskie Voivodeship
3977,51.735948081,20.625141243,Rawa County,Łódzkie Voivodship
3978,49.86753732,20.626528254,Brzesko County,Lesser Poland Voivodeship
3979,50.194531721,20.813545581,Tarnów County,Lesser Poland Voivodeship
3980,53.043221371,21.399847869,Ostrołęka County,Masovian Voivodeship
3981,50.557581122,20.81191728,Busko County,Świętokrzyskie Voivodeship
3982,54.323888472,21.690628351,Węgorzewo County,Warmian-Masurian Voivodeship
3983,54.091140043,21.842052997,Giżycko County,Warmian-Masurian Voivodeship
3984,50.146989912,20.547736228,Proszowice County,Lesser Poland Voivodeship
3985,53.978417228,21.500470819,Giżycko County,Warmian-Masurian Voivodeship
3986,54.208611061,21.564590157,Kętrzyn County,Warmian-Masurian Voivodeship
3987,49.550257492,20.528373214,Nowy Sącz County,Lesser Poland Voivodeship
3988,49.89524459,20.717237253,Brzesko County,Lesser Poland Voivodeship
3989,50.31462926,20.500103755,Kazimierza County,Świętokrzyskie Voivodeship
3990,52.931959251,21.611806989,Ostrołęka County,Masovian Voivodeship
3991,54.011557206,21.912285107,Giżycko County,Warmian-Masurian Voivodeship
3992,51.237473197,21.291947307,Radom County,Masovian Voivodeship
3993,53.427667706,22.114216422,Kolno County,Podlaskie Voivodeship
3994,51.205813821,21.429211885,Lipsko County,Masovian Voivodeship
3995,50.86622581,21.373629832,Opatów County,Świętokrzyskie Voivodeship
3996,52.873479503,22.018334396,Ostrów Mazowiecka County,Masovian Voivodeship
3997,51.116117051,21.232994009,Radom County,Masovian Voivodeship
3998,51.32888982,21.285579125,Radom County,Masovian Voivodeship
3999,52.48391963,22.269885129,Sokołów County,Masovian Voivodeship
4000,54.32068829,22.814693583,Suwałki County,Podlaskie Voivodeship
4001,50.302670706,21.378911876,Mielec County,Subcarpathian Voivodeship
4002,51.312876684,21.630765411,Zwoleń County,Masovian Voivodeship
4003,49.688577766,21.344750335,Gorlice County,Lesser Poland Voivodeship
4004,51.336825682,21.753426118,Zwoleń County,Masovian Voivodeship
4005,49.925681462,21.514316112,Ropczyce-Sędziszów County,Subcarpathian Voivodeship
4006,51.838493361,22.003173097,Łuków County,Lublin Voivodeship
4007,52.634395278,22.222282868,Sokołów County,Masovian Voivodeship
4008,50.900567525,21.930301349,Kraśnik County,Lublin Voivodeship
4009,50.867103923,21.546746875,Ostrowiec County,Świętokrzyskie Voivodeship
4010,51.752740953,21.7742551,Garwolin County,Masovian Voivodeship
4011,53.456513852,22.367372016,Grajewo County,Podlaskie Voivodeship
4012,51.428527816,21.923257971,Puławy County,Lublin Voivodeship
4013,51.835540915,22.031855993,Łuków County,Lublin Voivodeship
4014,53.461904167,22.49147217,Grajewo County,Podlaskie Voivodeship
4015,50.000144029,21.673914574,Ropczyce-Sędziszów County,Subcarpathian Voivodeship
4016,51.147740525,21.646651061,Lipsko County,Masovian Voivodeship
4017,51.620263908,22.003446412,Ryki County,Lublin Voivodeship
4018,49.749177881,21.640587543,Krosno County,Subcarpathian Voivodeship
4019,53.285869121,22.256656974,Łomża County,Podlaskie Voivodeship
4020,53.992634085,22.464811341,Olecko County,Warmian-Masurian Voivodeship
4021,51.097931046,22.300933392,Lublin County,Lublin Voivodeship
4022,51.133298744,22.310474412,Lublin County,Lublin Voivodeship
4023,51.345476154,22.368103219,Lublin County,Lublin Voivodeship
4024,51.393157445,22.0890714,Puławy County,Lublin Voivodeship
4025,52.613150436,22.426475625,Wysokie Mazowieckie County,Podlaskie Voivodeship
4026,51.053878026,22.202097524,Opole Lubelskie County,Lublin Voivodeship
4027,53.032947782,22.760456229,Wysokie Mazowieckie County,Podlaskie Voivodeship
4028,49.646288903,21.756042184,Krosno County,Subcarpathian Voivodeship
4029,49.761202867,21.69984882,Krosno County,Subcarpathian Voivodeship
4030,49.867527531,21.726005407,Strzyżów County,Subcarpathian Voivodeship
4031,52.716091251,22.486125975,Wysokie Mazowieckie County,Podlaskie Voivodeship
4032,53.01637231,22.573516305,Wysokie Mazowieckie County,Podlaskie Voivodeship
4033,52.62376074,22.669917135,Wysokie Mazowieckie County,Podlaskie Voivodeship
4034,53.170986962,22.832237274,Białystok County,Podlaskie Voivodeship
4035,53.559143421,22.950510026,Mońki County,Podlaskie Voivodeship
4036,50.829822685,22.084976576,Kraśnik County,Lublin Voivodeship
4037,52.950949174,22.675480785,Wysokie Mazowieckie County,Podlaskie Voivodeship
4038,52.08151352,22.632715951,Siedlce County,Masovian Voivodeship
4039,52.448000774,22.439275822,Sokołów County,Masovian Voivodeship
4040,53.895823529,22.869317806,Augustów County,Podlaskie Voivodeship
4041,49.693689494,21.823965105,Krosno County,Subcarpathian Voivodeship
4042,50.915329974,22.136359962,Kraśnik County,Lublin Voivodeship
4043,51.269126303,22.230759065,Puławy County,Lublin Voivodeship
4044,50.982769066,22.356853529,Kraśnik County,Lublin Voivodeship
4045,50.074370414,21.834033432,Rzeszów County,Subcarpathian Voivodeship
4046,53.559895237,23.443045675,Sokółka County,Podlaskie Voivodeship
4047,52.847149972,23.12866082,Bielsk County,Podlaskie Voivodeship
4048,49.552364126,22.125868384,Sanok County,Subcarpathian Voivodeship
4049,50.786943002,22.650432305,Janów Lubelski County,Lublin Voivodeship
4050,51.087270547,22.733585769,Świdnik County,Lublin Voivodeship
4051,50.409654708,22.605115589,Biłgoraj County,Lublin Voivodeship
4052,53.045659781,23.311205854,Białystok County,Podlaskie Voivodeship
4053,53.521347721,23.461478823,Sokółka County,Podlaskie Voivodeship
4054,54.140110202,23.475890905,Sejny County,Podlaskie Voivodeship
4055,52.280891603,22.809389856,Łosice County,Masovian Voivodeship
4056,52.125565432,23.061664181,Biała Podlaska County,Lublin Voivodeship
4057,53.110167958,23.057328716,Białystok County,Podlaskie Voivodeship
4058,49.608433014,22.111956723,Sanok County,Subcarpathian Voivodeship
4059,51.058986371,22.493499539,Lublin County,Lublin Voivodeship
4060,52.804508461,23.508809774,Hajnówka County,Podlaskie Voivodeship
4061,51.046136907,23.099649114,Krasnystaw County,Lublin Voivodeship
4062,50.84828096,22.754005969,Biłgoraj County,Lublin Voivodeship
4063,49.872378338,22.688326242,Przemyśl County,Subcarpathian Voivodeship
4064,51.814308105,23.236179182,Biała Podlaska County,Lublin Voivodeship
4065,52.871624009,23.560223501,Hajnówka County,Podlaskie Voivodeship
4066,51.471198825,23.047108099,Parczew County,Lublin Voivodeship
4067,52.775912683,23.439370209,Hajnówka County,Podlaskie Voivodeship
4068,51.307538801,23.204454019,Łęczna County,Lublin Voivodeship
4069,50.27976606,22.627210984,Leżajsk County,Subcarpathian Voivodeship
4070,51.921884894,23.090491688,Biała Podlaska County,Lublin Voivodeship
4071,52.204079433,23.174431633,Biała Podlaska County,Lublin Voivodeship
4072,50.823084401,22.978195515,Zamość County,Lublin Voivodeship
4073,50.893692948,22.99816432,Krasnystaw County,Lublin Voivodeship
4074,50.964295464,23.018208567,Krasnystaw County,Lublin Voivodeship
4075,50.956174054,22.928930851,Krasnystaw County,Lublin Voivodeship
4076,50.378498411,22.882831266,Biłgoraj County,Lublin Voivodeship
4077,51.843055263,23.303909622,Biała Podlaska County,Lublin Voivodeship
4078,50.852940353,23.507686247,Zamość County,Lublin Voivodeship
4079,50.923439223,23.528483235,Chełm County,Lublin Voivodeship
4080,51.113947224,23.614228512,Chełm County,Lublin Voivodeship
4081,50.383426114,23.313869211,Lubaczów County,Subcarpathian Voivodeship
4082,50.489253866,23.344195279,Tomaszów Lubelski County,Lublin Voivodeship
4083,51.15916315,23.540270664,Chełm County,Lublin Voivodeship
4084,50.925552767,23.355050139,Krasnystaw County,Lublin Voivodeship
4085,50.277565577,22.969294363,Lubaczów County,Subcarpathian Voivodeship
4086,50.422668693,23.899337408,Tomaszów Lubelski County,Lublin Voivodeship
4087,50.669140429,23.973553156,Hrubieszów County,Lublin Voivodeship
4088,50.661030644,23.740053564,Hrubieszów County,Lublin Voivodeship
4089,50.873452768,24.093897363,Hrubieszów County,Lublin Voivodeship
4090,50.648119446,23.996067908,Hrubieszów County,Lublin Voivodeship
4091,52.931961819,14.717864861,Gryfino County,West Pomeranian Voivodeship
4092,52.47182666,14.963629949,Słubice County,Lubusz Voivodeship
4093,53.835195057,15.092554086,Gryfice County,West Pomeranian Voivodeship
4094,51.012363217,14.97733618,Zgorzelec County,Lower Silesian Voivodeship
4095,53.114576344,15.097141962,Pyrzyce County,West Pomeranian Voivodeship
4096,53.032588605,15.326684968,Choszczno County,West Pomeranian Voivodeship
4097,50.99565181,14.946976134,Zgorzelec County,Lower Silesian Voivodeship
4098,51.242970612,15.059731214,Zgorzelec County,Lower Silesian Voivodeship
4099,53.895186068,15.374402575,Gryfice County,West Pomeranian Voivodeship
4100,53.271182193,15.626908117,Choszczno County,West Pomeranian Voivodeship
4101,52.915714043,15.521140938,Strzelce-Drezdenko County,Lubusz Voivodeship
4102,53.29186324,15.569432077,Choszczno County,West Pomeranian Voivodeship
4103,54.165149716,15.777806102,Colberg County,West Pomeranian Voivodeship
4104,51.897182936,15.337086154,Zielona Góra County,Lubusz Voivodeship
4105,54.088189835,15.491172426,Colberg County,West Pomeranian Voivodeship
4106,52.962527568,15.676421153,Strzelce-Drezdenko County,Lubusz Voivodeship
4107,53.714641914,15.776942778,Świdwin County,West Pomeranian Voivodeship
4108,54.244428757,16.004359366,Koszalin County,West Pomeranian Voivodeship
4109,51.051277019,15.696777064,Lwówek Śląski County,Lower Silesian Voivodeship
4110,51.588669982,15.764029475,Żagań County,Lubusz Voivodeship
4111,52.039269241,15.763454023,Zielona Góra County,Lubusz Voivodeship
4112,52.218360306,15.786644761,Świebodzin County,Lubusz Voivodeship
4113,54.22353381,16.062902935,Koszalin County,West Pomeranian Voivodeship
4114,54.147398109,16.1440061,Koszalin County,West Pomeranian Voivodeship
4115,51.905276043,15.92126071,Nowa Sól County,Lubusz Voivodeship
4116,51.859088241,16.119195179,Wschowa County,Lubusz Voivodeship
4117,53.20606766,16.219311532,Wałcz County,West Pomeranian Voivodeship
4118,51.190348132,15.800125612,Złotoryja County,Lower Silesian Voivodeship
4119,54.504182912,16.56921435,Sławno County,West Pomeranian Voivodeship
4120,52.897628486,16.593025972,Czarnków-Trzcianka County,Greater Poland Voivodeship
4121,53.120366221,16.476981585,Piła County,Greater Poland Voivodeship
4122,52.604665374,16.341345572,Szamotuły County,Greater Poland Voivodeship
4123,50.942518264,16.397593724,Świdnica County,Lower Silesian Voivodeship
4124,51.433966316,16.639750132,Wołów County,Lower Silesian Voivodeship
4125,51.372054585,16.457616654,Lubin County,Lower Silesian Voivodeship
4126,52.58864944,16.635489563,Szamotuły County,Greater Poland Voivodeship
4127,51.707210651,16.592639769,Góra County,Lower Silesian Voivodeship
4128,52.310445628,16.77055956,Poznań County,Greater Poland Voivodeship
4129,52.053363572,16.848746345,Kościan County,Greater Poland Voivodeship
4130,52.577007778,16.841270728,Poznań County,Greater Poland Voivodeship
4131,51.043554645,16.526173171,Środa Śląska County,Lower Silesian Voivodeship
4132,50.745899153,16.683704637,Dzierżoniów County,Lower Silesian Voivodeship
4133,51.497261948,16.793694603,Trzebnica County,Lower Silesian Voivodeship
4134,51.663234964,16.731453773,Rawicz County,Greater Poland Voivodeship
4135,52.682597275,16.887502884,Oborniki County,Greater Poland Voivodeship
4136,50.831973883,16.43939817,Świdnica County,Lower Silesian Voivodeship
4137,51.018729966,16.952298497,Wrocław County,Lower Silesian Voivodeship
4138,51.805491747,17.073326157,Gostyń County,Greater Poland Voivodeship
4139,51.075787245,16.903530977,Wrocław County,Lower Silesian Voivodeship
4140,50.489777975,17.043751902,Ząbkowice Śląskie County,Lower Silesian Voivodeship
4141,52.836152846,17.628170641,Żnin County,Kuyavian-Pomeranian Voivodeship
4142,52.961157706,17.650181801,Nakło County,Kuyavian-Pomeranian Voivodeship
4143,50.751021692,17.197191948,Strzelin County,Lower Silesian Voivodeship
4144,50.505931762,17.074518622,Nysa County,Opole Voivodeship
4145,52.311355769,17.360411818,Środa Wielkopolska County,Greater Poland Voivodeship
4146,52.915910943,17.791826549,Żnin County,Kuyavian-Pomeranian Voivodeship
4147,50.527593162,17.304677275,Nysa County,Opole Voivodeship
4148,53.492968545,17.806256146,Tuchola County,Kuyavian-Pomeranian Voivodeship
4149,51.010107521,17.094245455,Wrocław County,Lower Silesian Voivodeship
4150,50.436005521,17.601938603,Nysa County,Opole Voivodeship
4151,52.793204236,18.008652556,Inowrocław County,Kuyavian-Pomeranian Voivodeship
4152,50.763222921,17.569751014,Brzeg County,Opole Voivodeship
4153,52.120712386,17.798997437,Słupca County,Greater Poland Voivodeship
4154,50.658836467,17.780513861,Opole County,Opole Voivodeship
4155,51.748115916,17.967603282,Ostrów Wielkopolski County,Greater Poland Voivodeship
4156,52.047368329,17.815516639,Pleszew County,Greater Poland Voivodeship
4157,53.992673336,18.175694394,Kościerzyna County,Pomeranian Voivodeship
4158,53.110418313,18.12772298,Bydgoszcz,Kuyavian-Pomeranian Voivodeship
4159,50.478297515,17.778913591,Krapkowice County,Opole Voivodeship
4160,50.960548711,17.859888825,Namysłów County,Opole Voivodeship
4161,51.549783575,17.96173835,Ostrzeszów County,Greater Poland Voivodeship
4162,53.530401475,18.329516432,Świecie County,Kuyavian-Pomeranian Voivodeship
4163,50.890155942,17.561876666,Brzeg County,Opole Voivodeship
4164,51.211749161,17.614824661,Oleśnica County,Lower Silesian Voivodeship
4165,51.484202523,17.863276516,Ostrzeszów County,Greater Poland Voivodeship
4166,51.323387475,18.355685208,Wieruszów County,Łódzkie Voivodship
4167,50.538169499,17.959249422,Krapkowice County,Opole Voivodeship
4168,50.770305695,17.998949289,Opole County,Opole Voivodeship
4169,50.984556215,18.036033134,Kluczbork County,Opole Voivodeship
4170,52.49170702,18.19087634,Konin County,Greater Poland Voivodeship
4171,50.153359259,18.035382401,Głubczyce County,Opole Voivodeship
4172,50.331927973,18.065795687,Kędzierzyn-Koźle County,Opole Voivodeship
4173,54.079957404,18.993708485,Malbork County,Pomeranian Voivodeship
4174,50.107588332,17.915046865,Głubczyce County,Opole Voivodeship
4175,50.168878274,17.812568735,Głubczyce County,Opole Voivodeship
4176,50.418963127,17.854068143,Krapkowice County,Opole Voivodeship
4177,52.757278118,18.270599331,Inowrocław County,Kuyavian-Pomeranian Voivodeship
4178,51.08969012,18.083135615,Kluczbork County,Opole Voivodeship
4179,52.428005118,18.327135013,Konin County,Greater Poland Voivodeship
4180,50.151388838,18.063224708,Racibórz County,Silesian Voivodeship
4181,50.24067151,18.078447147,Kędzierzyn-Koźle County,Opole Voivodeship
4182,50.768188657,18.284110992,Olesno County,Opole Voivodeship
4183,51.125076523,18.348355368,Olesno County,Opole Voivodeship
4184,50.266388744,17.969871049,Kędzierzyn-Koźle County,Opole Voivodeship
4185,51.29199165,18.032255093,Kępno County,Greater Poland Voivodeship
4186,51.666462148,18.360832107,Sieradz County,Łódzkie Voivodship
4187,52.65668968,18.668586443,Radziejów County,Kuyavian-Pomeranian Voivodeship
4188,51.032158487,18.130469036,Kluczbork County,Opole Voivodeship
4189,51.262171373,17.940464842,Kępno County,Greater Poland Voivodeship
4190,51.744181074,18.025225311,Kalisz,Greater Poland Voivodeship
4191,50.736551342,17.964620703,Opole County,Opole Voivodeship
4192,50.696994692,18.756423291,Lubliniec County,Silesian Voivodeship
4193,51.499183798,18.910682109,Zduńska Wola County,Łódzkie Voivodship
4194,51.083216514,18.427034871,Olesno County,Opole Voivodeship
4195,52.598926875,18.716662363,Radziejów County,Kuyavian-Pomeranian Voivodeship
4196,50.983606775,18.552345632,Olesno County,Opole Voivodeship
4197,51.87517856,18.721733247,Poddębice County,Łódzkie Voivodship
4198,52.374245955,18.8202467,Włocławek County,Kuyavian-Pomeranian Voivodeship
4199,50.88386544,18.677141753,Kłobuck County,Silesian Voivodeship
4200,50.438803053,18.339342027,Strzelce County,Opole Voivodeship
4201,53.950818604,19.027369282,Sztum County,Pomeranian Voivodeship
4202,54.111101749,19.062151677,Malbork County,Pomeranian Voivodeship
4203,50.49986904,18.492223415,Gliwice County,Silesian Voivodeship
4204,50.106324524,18.675208863,Rybnik County,Silesian Voivodeship
4205,50.99792824,18.842236895,Kłobuck County,Silesian Voivodeship
4206,51.283126843,18.897382684,Bełchatów County,Łódzkie Voivodship
4207,51.26684702,18.634153667,Wieluń County,Łódzkie Voivodship
4208,52.550261068,18.885390105,Włocławek County,Kuyavian-Pomeranian Voivodeship
4209,52.58589735,18.892625258,Włocławek County,Kuyavian-Pomeranian Voivodeship
4210,50.775786153,18.428307029,Olesno County,Opole Voivodeship
4211,54.055428883,19.080847562,Malbork County,Pomeranian Voivodeship
4212,50.469425523,18.657068364,Tarnowskie Góry County,Silesian Voivodeship
4213,52.973130397,19.27262842,Lipno County,Kuyavian-Pomeranian Voivodeship
4214,53.534172565,19.273272053,Iława County,Warmian-Masurian Voivodeship
4215,50.934274417,18.485862956,Olesno County,Opole Voivodeship
4216,51.148326914,18.525403919,Wieluń County,Łódzkie Voivodship
4217,51.201835491,18.535360295,Wieluń County,Łódzkie Voivodship
4218,52.218163167,18.730121266,Koło County,Greater Poland Voivodeship
4219,50.816768157,18.607364434,Lubliniec County,Silesian Voivodeship
4220,51.922177994,18.818844013,Poddębice County,Łódzkie Voivodship
4221,51.742024512,19.046364035,Łask County,Łódzkie Voivodship
4222,51.937986162,19.08599522,Poddębice County,Łódzkie Voivodship
4223,54.184197165,19.294541028,Elbląg County,Warmian-Masurian Voivodeship
4224,53.035712366,18.925057028,Golub-Dobrzyń County,Kuyavian-Pomeranian Voivodeship
4225,50.493595933,18.576303579,Gliwice County,Silesian Voivodeship
4226,53.613719636,19.870703714,Ostróda County,Warmian-Masurian Voivodeship
4227,52.360288066,19.469264118,Gostynin County,Masovian Voivodeship
4228,50.532541866,19.237779903,Myszków County,Silesian Voivodeship
4229,52.343111268,19.228545461,Kutno County,Łódzkie Voivodship
4230,50.719722043,19.160630649,Częstochowa County,Silesian Voivodeship
4231,50.960046155,19.323235435,Częstochowa County,Silesian Voivodeship
4232,52.86442785,19.729217389,Sierpc County,Masovian Voivodeship
4233,53.575718397,19.892345169,Ostróda County,Warmian-Masurian Voivodeship
4234,54.278826744,19.936147287,Braniewo County,Warmian-Masurian Voivodeship
4235,50.933527191,18.973375482,Kłobuck County,Silesian Voivodeship
4236,51.860002752,19.158058534,Zgierz County,Łódzkie Voivodship
4237,53.061346203,19.532608924,Rypin County,Kuyavian-Pomeranian Voivodeship
4238,53.612843539,19.656742202,Iława County,Warmian-Masurian Voivodeship
4239,52.061469886,19.582251168,Łowicz County,Łódzkie Voivodship
4240,52.249522878,19.268123649,Kutno County,Łódzkie Voivodship
4241,51.943921389,19.468881195,Zgierz County,Łódzkie Voivodship
4242,53.527254611,19.820056047,Iława County,Warmian-Masurian Voivodeship
4243,52.273619844,19.421087697,Kutno County,Łódzkie Voivodship
4244,49.992912013,18.738874183,Pszczyna County,Silesian Voivodeship
4245,52.176015861,19.282260086,Kutno County,Łódzkie Voivodship
4246,51.240899144,18.975828573,Pajęczno County,Łódzkie Voivodship
4247,51.579454353,19.04291843,Łask County,Łódzkie Voivodship
4248,52.078240531,19.144064689,Łęczyca County,Łódzkie Voivodship
4249,51.191855255,19.80384193,Piotrków County,Łódzkie Voivodship
4250,51.405327105,19.849878758,Piotrków County,Łódzkie Voivodship
4251,52.276648082,20.043502949,Sochaczew County,Masovian Voivodeship
4252,53.325053003,20.289364816,Nidzica County,Warmian-Masurian Voivodeship
4253,51.805256798,19.615292731,Łódź,Łódzkie Voivodship
4254,52.30342442,19.723609661,Gostynin County,Masovian Voivodeship
4255,53.085913296,19.899975457,Żuromin County,Masovian Voivodeship
4256,50.77896815,19.544455901,Częstochowa County,Silesian Voivodeship
4257,50.662757598,19.634872499,Częstochowa County,Silesian Voivodeship
4258,51.036507896,19.71306011,Radomsko County,Łódzkie Voivodship
4259,52.822570946,20.229722009,Ciechanów County,Masovian Voivodeship
4260,53.223217336,19.992282657,Działdowo County,Warmian-Masurian Voivodeship
4261,50.812228177,19.579967696,Częstochowa County,Silesian Voivodeship
4262,50.144112192,19.557197879,Kraków County,Lesser Poland Voivodeship
4263,50.678192292,19.666651026,Częstochowa County,Silesian Voivodeship
4264,54.29381476,20.623364391,Bartoszyce County,Warmian-Masurian Voivodeship
4265,51.397155434,19.731954325,Piotrków Trybunalski,Łódzkie Voivodship
4266,51.503905642,19.754889653,Piotrków County,Łódzkie Voivodship
4267,52.855355679,20.057302496,Żuromin County,Masovian Voivodeship
4268,53.058031924,20.6479953,Ciechanów County,Masovian Voivodeship
4269,54.140267002,20.924867339,Bartoszyce County,Warmian-Masurian Voivodeship
4270,53.307078436,20.49755263,Nidzica County,Warmian-Masurian Voivodeship
4271,50.203540273,19.710688374,Kraków County,Lesser Poland Voivodeship
4272,50.256940158,19.721689015,Kraków County,Lesser Poland Voivodeship
4273,51.9289918,20.082710662,Skierniewice County,Łódzkie Voivodship
4274,50.418030622,19.954108689,powiat miechowski,Lesser Poland Voivodeship
4275,50.123627122,20.005122182,Kraków County,Lesser Poland Voivodeship
4276,50.176995089,20.016426572,Kraków County,Lesser Poland Voivodeship
4277,50.593463436,20.020097769,Jędrzejów County,Świętokrzyskie Voivodeship
4278,54.119824399,20.950465646,Bartoszyce County,Warmian-Masurian Voivodeship
4279,53.177607882,20.52632186,Mława County,Masovian Voivodeship
4280,54.213909637,20.913287654,Bartoszyce County,Warmian-Masurian Voivodeship
4281,50.33954098,20.022657532,powiat miechowski,Lesser Poland Voivodeship
4282,50.64123239,19.887498923,Włoszczowa County,Świętokrzyskie Voivodeship
4283,49.806465517,20.107086671,Myślenice County,Lesser Poland Voivodeship
4284,52.720094244,20.774806063,Ciechanów County,Masovian Voivodeship
4285,50.197894458,20.389075538,Proszowice County,Lesser Poland Voivodeship
4286,50.507494,20.172673505,Jędrzejów County,Świętokrzyskie Voivodeship
4287,51.644911838,20.428168816,Grójec County,Masovian Voivodeship
4288,54.218026483,21.069720526,Kętrzyn County,Warmian-Masurian Voivodeship
4289,49.448195809,20.059872992,Nowy Targ County,Lesser Poland Voivodeship
4290,50.095998853,20.112298888,Krakow,Lesser Poland Voivodeship
4291,50.593893938,20.220096136,Jędrzejów County,Świętokrzyskie Voivodeship
4292,50.949324461,20.500399665,Kielce County,Świętokrzyskie Voivodeship
4293,50.406075002,20.292898726,powiat miechowski,Lesser Poland Voivodeship
4294,50.583826694,20.332134351,Jędrzejów County,Świętokrzyskie Voivodeship
4295,54.071825556,21.278449503,Kętrzyn County,Warmian-Masurian Voivodeship
4296,53.051823462,20.918339405,Przasnysz County,Masovian Voivodeship
4297,53.690206036,21.083701958,Szczytno County,Warmian-Masurian Voivodeship
4298,50.271355815,20.178302908,Proszowice County,Lesser Poland Voivodeship
4299,50.41371492,20.408429954,Pińczów County,Świętokrzyskie Voivodeship
4300,53.83868133,21.246255755,Mrągowo County,Warmian-Masurian Voivodeship
